"#name","Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)"
"#sourceLang","Russian"
"выразить","<div style=""margin-left:1em"">II (выражу, выразишь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> къэIуэтэн, къэгъэлъэгъуэн, жыIэн; <b>выразить мысль</b> гупсысэр къэIуэтэн; <b>выразить желание</b> зэрыхуейр къэгъэлъэгъуэн</div>"
"вырасти","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> хэхъуэн, къэхъун ин хъун; <b>дети выросли</b> бынхэр ин хъуащ; <b>он вырос в деревне</b> ар къуажэм къыщыхъуащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> (о растениях) къэкIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> хэхъуэн, нэхъыбэ хъун; <b>долги выросли</b> щIыхуэм хэхъуащ; <b>выросло количество новых школ</b> школыщIэхэм я бжыгъэр нэхъыбэ хъуащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> <i class=""p""><font color=""green"">перен.</font></i> къыщIэжын; <b>как из-под земли вырос</b> щIым къыщIэжа нэхъей</div>"
"вырастить","<div style=""margin-left:1em"">II (выращу, вырастишь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого</i> пIын, къэгъэхъун; <b>вырастить детей</b> сабийхэр пIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> къэкIын; <b>вырастить сад</b> жыг хадэ гъэкIын</div>"
"вырвать","<div style=""margin-left:1em""><font color=""sienna"">I</font> <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> Iучын, къыхэчын; <b>вырвать зуб</b> дзэр Iучын</div>
<div style=""margin-left:1em""><font color=""sienna"">II</font> I, <i><i class=""p""><font color=""green"">сов.</font></i>, что <i class=""p""><font color=""green"">безл.</font></i> кого</i> къэжьын, <b>больного вырвало</b> сымаджэр къэжьащ</div>"
"вырезать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> къыхэгъэжын, къыдэгъэжын; <b>вырезать картинку из книги</b> тхылъым сурэтыр къыхэгъэжын</div>"
"выронить","<div style=""margin-left:1em"">II, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> IэщIэхун, Iэпыхун; <b>выронить книгу из рук</b> тхылъыр Iэпыхун</div>"
"вырубить","<div style=""margin-left:1em"">II (вырублю, вырубишь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> иупщIыкIын; <b>вырубить рощу</b> чыцэр иупщIыкIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> къыхэIущIыкIын; <b>вырубить сук из бревна</b> ентIырым гуанэр (пхъэ бынжэр) къыхэIущIыкIын</div>"
"выручить","<div style=""margin-left:1em"">II, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого</i> къыхэхын, къыхэшын; <b>выручить товарища из беды</b> ныбжьэгъур насыпыншагъэм къыхэшын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> сатум къыщIэхын; <b>выручить деньги за товар</b> хьэпшыпым ахъшэ къыщIэкIын</div>"
"вырыть","<div style=""margin-left:1em"">I (вырою, выроешь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> къэтIын, къитIыкIын; <b>вырыть яму</b> мащэ къэтIын</div>"
"высадить","<div style=""margin-left:1em"">II (высажу, высадишь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого</i> къигъэкIын; <b>высадить людей из машины</b> цIыхухэр машинэм къигъэкIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> къэкIыгъэр гъэIэпхъуэн; <b>высадить помидоры</b> бэдрэжаныр гъэIэпхъуэн</div>"
"высадиться","<div style=""margin-left:1em"">II (высажусь, высадишься), <i class=""p""><font color=""green"">сов.</font></i> икIын; итIысыкIын; <b>высадиться из вагона</b> вагоным къикIын; <b>высадиться на берег</b> псы Iуфэм итIысыкIын</div>"
"высечь","<div style=""margin-left:1em""><font color=""sienna"">I</font> (высеку, высечешь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> къыхэIущIыкIын; <b>высечь рисунок на камне</b> сурэтыр мывэм къыхэIущIыкIын</div>
<div style=""margin-left:1em""><font color=""sienna"">II</font> (высеку, высечешь) убэрэжьын, кIуэцIыкъухьын, и фэм дэхын; <b>высечь розгами</b> чылъахъстэикIэ къызэпехулэкIын</div>"
"выситься","<div style=""margin-left:1em"">II, <i class=""p""><font color=""green"">несов.</font></i> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> къыщхьэщытын, къыхэлъэгэкIын; <b>за лесом высятся горы</b> мэзым адэкIэ бгыхэр къыщхьэщытщ</div>"
"высказать","<div style=""margin-left:1em"">I (выскажу, выскажешь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> къыжыIэн; <b>высказать свое мнение</b> къызэрыщыхъур къыжыIэн</div>"
"высказаться","<div style=""margin-left:1em"">I (выскажусь, выскажешься), <i class=""p""><font color=""green"">сов.</font></i> псэлъэн, къэпсэлъэн; <b>высказаться по докладу</b> докладым теухуауэ къэпсэлъэн</div>"
"выскочить","<div style=""margin-left:1em"">II, <i class=""p""><font color=""green"">сов.</font></i> къилъэтын, къыдэлъэтын; <b>выскочить из машины</b> машинам къилъэтын; <b>из кустов выскочил заяц</b> тхьэкIумэкIыхьыр чыцэм къыхэлъэтащ</div>"
"выслать","<div style=""margin-left:1em"">I (вышлю, вышлешь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> егъэхьын, егъэжьэн; <b>выслать посылку</b> посылкэр егъэжьэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> игъэкIын, дэгъэкIын; <b>выслать из села</b> къуажэм дэгъэкIын</div>"
"выследить","<div style=""margin-left:1em"">II (выслежу, выследишь) <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> къэхутэн, къэгъуэтын; <b>охотник выследил медведя</b> щакIуэм мыщэр къихутащ</div>"
"выслушать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> едэIуэн; <b>выслушать посетителя</b> къыщIыхьам едэIуэн; <b>выслушать легкие</b> тхьэмбылым едэIуэн</div>"
"высмеять","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> щыдыхьэшхын, щIэнэкIалъэ щIын; <b>высмеять кого-л.</b> зыгуэрым щыдыхьэшхын, зыгуэрыр дыхьэшхэн щIын</div>"
"высокий","<div style=""margin-left:1em""><i>-ая, -ое</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> л. лъагэ; <b>высокое дерево</b> жыг лъагэ; <b>высокий лоб</b> натIэ лъагэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (большой, значительный) лъагэ, ин, шхуэ <b>высокий урожай</b> гъавэшхуэ, гъавэ бэв; <b>высокий процент</b> процент ин</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> лъагэ, фIы; <b>высокая оценка</b> оценкэфI дыдэ; <b>товары высокого качества</b> фIагъ лъагэ зиIэ хьэпшып</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> лъапIэ; <b>высокая награда</b> награда лъапIэ</div>"
"высоко","<div style=""margin-left:1em""><i class=""p""><font color=""green"">нареч.</font></i> лъагэу; <b>подняться высоко</b> лъагэу зыIэтын</div>"
"высококачественный","<div style=""margin-left:1em""><i>-ая, -ое</i> фIагъ лъагэ зиIэ; <b>высококачественный продукт</b> фIагъ лъагэ зиIэ ерыскъы</div>"
"высококвалифицированный","<div style=""margin-left:1em""><i>-ая, -ое</i> зи IэщIагъэр фIы дыдэу зыщIэ</div>"
"высокомерие","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> пагагъэ, зыкъыф IэщIыжыныгъэ</div>"
"высокомерный","<div style=""margin-left:1em""><i>-ая, -ое</i> зыкъызыфIэщIыжа, пагэ; <b>высокомерный взгляд</b> зыкъызыфIэщIыжа плъэкIэ</div>"
"высота","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> лъагагъ, лъагапIэ; <b>высота здания двадцать метров</b> унэм и лъагагъыр метр тIощI мэхъу; <b>лететь на большой высоте</b> лъагэу къэлъэтыхьын; <b>смотреть в высоту</b> лъагапIэм дэплъеин</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <b>занять высоту</b> лъагапIэр убыдым</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> (<i class=""p""><font color=""green"">мат.</font></i>) лъагапIэ, щыгу; <b>высота треугольника</b> треугольникым и щыгу; <b>быть на высоте</b> хуэфащэ щIыхь Iыгъыжын</div>"
