w_bigram,freq
хабзэхъумэ IэнатIэхэмрэ,3
щIэту лажьэ,3
1516 гъэм,3
Горбачев Михаил,3
сыт абы,3
ХэхакIуэ комиссэ,3
нэгъуэщI зыгуэр,3
къыдэтIысхьауэ щытащ,3
губгъуэ лэжьыгъэхэр,3
цIэ лъапIэри,3
Парламентым Мэкъумэш,3
Беляев Владимир,3
27-м Налшык,3
лъыр къыщыунэхур,3
зэныбжьэгъугъэ зэIущIэ,3
хэтыну Iэмал,3
щIыналъэ Iыхьэхэм,3
6-м къыдигъэкIа,3
Iэтащхьэм 2015,3
мащIэ дыдэ,3
цIыхур псэун,3
комиссэ нэхъыщхьэм,3
УнафэщI Мишустин,3
Донецк ЦIыхубэ,3
щиху закъуэ,3
хьэлъагъ елъытакIэ,3
мамлюк сулътIанхэм,3
Iэщ дохутыр,3
Iэтащхьэм къыхигъэщащ,3
ящыщ языныкъуэхэр,3
ящыщу цIыху,3
къихьэжа иужькIэ,3
Фыщт Iуащхьэжьым,3
Лагъуэнакъэ бгыщхьэ,3
Владимир сымэ,3
бгыщхьэ тафэм,3
кубокыр зыIэщIэлъ,3
Социальнэ фондым,3
абы езым,3
ЦIыху Iэпкълъэпкъым,3
тIэунейрэ зыхуагъэфэща,3
къэхьыным теухуауэ,3
щыIа Олимпиадэм,3
куэдкIэ нэхъыбэ,3
сыхьэтыр 10-м,3
Совет лъэхъэнэм,3
хъууэ арат,3
Лъэпкъ библиотекэм,3
купщIафIэ куэд,3
щыIэ министерствэм,3
Сыт ухуей,3
лIэщIыгъуэм икухэм,3
къудамэу Мейкъуапэ,3
Нэсрэн ЖьакIэ,3
Мейкъуапэ дэтым,3
мини 100-м,3
диплом плъыжькIэ,3
унафэ щIэмыт,3
дыщэ сом,3
адыгэ къуажэхэм,3
Уарп деж,3
пэжрэ пцIырэ,3
Азие Курытымрэ,3
Iущхэмрэ Iущыцэхэмрэ,3
хьэрхуэрэгъур хигъэщIащ,3
настоящее время,3
историко-культурного наследия,3
1891 гъэм,3
1857 гъэм,3
Iуэхум ехьэлIауэ,3
адыгэ литературэмкIэ,3
Скадовск къалэм,3
адэ Наусбий,3
2018 гъэ,3
адэ Хьэбалэ,3
Къэбэрдей-Балъкъэрым икIауэ,3
игу техуакъым,3
Уэс налъэ,3
Президент России,3
Олимп лъагапIэм,3
Черкесского мира,3
России В.В,3
Абдокъуэ Iэуес,3
къалэ щIыхь,3
ятеухуа хъыбархэр,3
пщIэ къыхуащIу,3
Коларуссо Джон,3
социально-экономической модернизации,3
Курытымрэ Къэзахъстанымрэ,3
Iуэху еплъыкIэхэм,3
литературэмкIэ кафедрэм,3
хэлъхьэныгъэм папщIэ,3
2022 гъэр,3
унафэм щIыгъур,3
Хъуэжэ унэм,3
гулъытэ хэIэтыкIа,3
щытыкIэм иту,3
нэхъыфI дыдэ,3
Инджылызым щыщ,3
цIыху 500,3
Кубокыр къэхьыным,3
1841 гъэм,3
усэ тхылъ,3
иуха иужькIэ,3
Бэтокъуэ Нияз,3
къанэ щIагъуэ,3
Сытым дежи,3
Сорбоннэ университетым,3
Единая Россия,3
зарубежных соотечественников,3
республик Северного,3
бзэр фIыуэ,3
къэрал дэIэпыкъуныгъэ,3
зезыхьэ уэрамхэм,3
утыку къыщрихьащ,3
щэбэт щIыхьэхум,3
Ван Дейк,3
Беслъэней къуажэм,3
БищIо Тимур,3
гъуэгу хуэIухуэщIэхэмкIэ,3
секретару щытащ,3
секретару лэжьащ,3
Иныр илъэс,3
Къэбэрдей театрым,3
зэхъуэкIыныгъэ гуэрхэр,3
дежкIэ псом,3
МафIэдз Заирэ,3
узыфэ зэрыцIалэхэмрэ,3
дунейм къыщытехьащ,3
япэщIэтынымкIэ республикэ,3
зэрыцIалэхэмрэ защыхъумэнымкIэ,3
зиIэ шууей,3
Iэмал нэхъыбэ,3
зауэм хэтащ,3
фэеплъ сыным,3
япэ категорие,3
Положенэу Къэбэрдей-Балъкъэр,3
Аннэ щихъым,3
Тырку къэралыгъуэм,3
1807 гъэм,3
теухуа Положенэу,3
Iуащхьэмахуэ щыгум,3
4-нэ нагъыщэр,3
гъэм Петербург,3
зауэшхуэм хэта,3
республикэм къыщыдэкI,3
щIыпIэ самоуправленэмкIэ,3
1811 гъэм,3
гъатхэпэ мазэм,3
Iуэхум нэхъ,3
жиIэри Хъуэжэ,3
ахъшэ зэрырат,3
Нобэ дунейм,3
нэхъ жьыуэ,3
Iэбу Ал-Захьаб,3
Къуныжь ХьэIишэт,3
къэхъукъащIэ къызэрымыкIуэхэм,3
Шэрджэс Алий-Бэч,3
хуейщ абы,3
ипщэ лъэныкъуэм,3
Алий-Бэч Иныр,3
гъэхэм ятещIыхьауэ,3
блэкIа зэманым,3
дэт художественнэ,3
Тарэ къалэм,3
адыгэ тхьэмадэхэм,3
Тарэ районым,3
гъэзэщIакIуэ органхэм,3
Елгъэр Кашиф,3
Къемэт махуэм,3
адыгэу тетыр,3
Гулэжын Беслъэн,3
бгырыс Iэлхэм,3
командэ къыхэхамрэ,3
Къэрэшей-Шэрджэс республикэхэм,3
бгы лъапэм,3
2-нэ классыр,3
къехъуэхъуащ пащтыхьыр,3
Къущхьэ Хъусен,3
лъэпкъ зэхэщIыкIыр,3
Нартей Iуащхьэбгым,3
щытащ урыс,3
Ищхъэрэм гъуазджэхэмкIэ,3
100-м щIигъу,3
анэдэлъхубзэмрэ лъэпкъ,3
сыту пIэрэ,3
кIыхьагъ гъуэгур,3
Шэч зыхуащIым,3
гвардием Къэбэрдей-Балъкъэрым,3
ЩIыпIэ самоуправленэм,3
Псалъэм щхьэкIэ,3
медицинэ къэхутакIуэ,3
щытащ адыгэ,3
2023 гъэмрэ,3
абы хуабжьу,3
Урысейм гуэгъэхьэным,3
лъэкI псори,3
лэжьакIуэ нэхъыжьу,3
щIалэгъуалэ политикэр,3
иужь дитщ,3
шым тесу,3
уэрамым къыщыщIэдзауэ,3
Мэкъуауэ Люазэ,3
Гагарин Юрий,3
уэрамым нэсыху,3
адыгэ тхакIуэхэм,3
Ищхъэрэ дэт,3
УФ-м экономикэ,3
лъэпкъ IэщIагъэхэр,3
цIыхухэм социальнэу,3
гъуэгу дамыгъэхэр,3
адыгэ ныпым,3
зэпеуэм япэ,3
щынэхъ лъагэ,3
къищта унафэ,3
цIыхухэр нэхъ,3
лъахэхутэ гупым,3
Гъубж Мухьэдин,3
Заруцкий Олег,3
Краснодар къалэм,3
щхьэ хущытыж,3
Кавказской войны,3
Тхьэзэплъ Хьэсэн,3
гъэхэм Къэбэрдей-Балъкъэр,3
мэкъумэш щIапIэу,3
щыIэ Оперативнэ,3
Апхуэдэ щытыкIэм,3
теплъэ иIэу,3
Нэхъ иужькIэ,3
илъэс 15-м,3
зегъэужьыным хуэунэтIа,3
Гъатхэмрэ Лэжьыгъэмрэ,3
IэщIагъэлIхэр гъэхьэзырыным,3
къуэш нэхъыщIэм,3
ижьырабгъу лъэныкъуэр,3
Дон Iуфэ,3
Iуфэ Iус,3
дэт Сорбоннэ,3
школ нэхъыфI,3
бжыгъэ хъуауэ,3
умыгъэщIэгъуэн плъэкIыркъым,3
1897 гъэм,3
фIыуэ щыгъуазэ,3
граждан зыхъумэжыныгъэм,3
Ауэ иджы,3
къэщтэным теухуауэ,3
Союзым регбимкIэ,3
хамэ щIыналъэхэм,3
Граждан зыхъумэжыныгъэм,3
субсидиехэр зэрыхухах,3
ХьэтIохъущокъуэ Исмэхьил,3
епха лэжьыгъэхэр,3
ХьэтIутIэ МутIэ,3
иткIэ Урысей,3
Атлантикэ хым,3
Дзэлыкъуэ муниципальнэ,3
Пол сэрэ,3
урыс литературэм,3
унагъуэм исхэр,3
цIыхубз командэм,3
ехъулIэныгъэкIэ пхигъэкIащ,3
Республикэр къызэрызэрагъэпэщрэ,3
нэхъ лъагапIэ,3
Бахъсэн къудамэм,3
бжыгъэхэм нэхърэ,3
Зеикъуэ дэт,3
махуэ къэси,3
Гейтс Билл,3
КъБР-м Мэкъумэш,3
зэрыхуейм теухуа,3
1992 гъэ,3
Къэбэрдей псом,3
гъуэгу техьэжащ,3
абы къратащ,3
кхъэ мащэм,3
спортымрэ зыщегъэужьыным,3
турист-рекреацэ IэнатIэм,3
Северном Кавказе,3
Къэбэрдей-Балъкъэрым футболым,3
31-м къыдигъэкIа,3
нобэрей гъащIэм,3
щIыкIэм теухуауэ,3
цIыхубз жылагъуэ,3
урысейпсо цIыхубз,3
Кавказской линии,3
хуэдэ Iуэхури,3
СССР-м регбимкIэ,3
НэгъэцIу Хьэсэнбий,3
Iэтащхьэ Къандэхъу,3
сабий гъэсапIэ,3
Кавказская война,3
дзэ частым,3
къыщыгъэщIэрэщIэжынымрэ къыщыгъэсэбэпынымрэ,3
Уянаев Аслъэнджэрий,3
ТекIуахэмрэ къыхэжаныкIахэмрэ,3
Ныр Сеф,3
хъугъуэфIыгъуэхэр къыщыгъэщIэрэщIэжынымрэ,3
гукъыдэж зиIэ,3
Таймазов Артур,3
лет назад,3
илъэс ныкъуэкIэ,3
бэнэныгъэ гуащIэ,3
Черкесск щIыналъэхэм,3
папщIэ программэ,3
Абы хэтщ,3
гъэм Гейтс,3
щIэкIын хъумэ,3
1-м къыщыщIэдзауэ,3
Совет Союз,3
командэм хэту,3
иужь зэманым,3
Iэмал иIэщ,3
гугъум ихуа,3
Къэбэрдей-Балъкъэрым къигъэзэжащ,3
Мэшыкъуэ Ислъам,3
Совет районым,3
Iэмал гуэр,3
фэрэкI узым,3
елъытауэ проценти,3
гъэм Бахъсэн,3
Хъыджэбз цIыкIур,3
щыIэ Урысей,3
абы Iэмал,3
сулътIан Сулеймэн,3
Вишневецкий Дмитрий,3
къыр дзакIэ,3
сом триллион,3
къуршылъэ мэзхэм,3
Минеральные Воды,3
гъэхэм Налшык,3
жылагъуэ лэжьакIуэхэм,3
дауэ мыхъуми,3
сабий мин,3
МВД-м Тэрч,3
фэеплъ хуащIащ,3
гуэшауэ щыта,3
япэ Президент,3
Джарым Аслъэн,3
Къейтыкъуэ Аслъэнбэч,3
жеIэ щIалэм,3
жьы хъууэ,3
Хьэмырзэмрэ ХьэтIохъущокъуэмрэ,3
къэралыгъуэ щхьэхуэ,3
дыдэу къыгуроIуэ,3
япэ Президенту,3
илъэс ныкъуэ,3
ахъшэ жьгъей,3
сабийм цIэ,3
къуажэ Советым,3
щхьэр къиIэтри,3
къуажэ дэт,3
Адыгэ Республикэр,3
ЩIалэгъуалэ парламентым,3
библиотекэм щIэлъ,3
фIэхъус гуапэ,3
Сыжажэ Валерэ,3
щIэныгъэм щыхигъэхъуащ,3
щIэныгъэрэ IэщIагъэрэ,3
37-нэ армэм,3
Быхъурэ Хьэжумар,3
Зэрыщыту къапщтэмэ,3
къыдигъэкIа Указым,3
Указым ипкъ,3
жьы хъуауэ,3
Корее Ипщэм,3
дыщэ бгырыпхыр,3
жэщ дыдэм,3
СэIэбцокъуэ Нуриет,3
дыщэ медалымрэ,3
Германием щыпсэу,3
нашего народа,3
сэбэп хъуащ,3
ущыпсэуну нэхъ,3
хозяйствэм зыщегъэужьыныр,3
гъэхэм ирихьэлIэу,3
КъБР-м транспортымрэ,3
пщы гуащэ,3
уасэм процент,3
спорт школхэм,3
медалхэр къихьащ,3
кандидат хъуащ,3
пщащэм игу,3
Республики Адыгея,3
2008 гъэхэм,3
Хьэрып поэзием,3
къыхэгъэщын хуейщ,3
14-м къыдигъэкIа,3
Мырзэкъан Азэмэт,3
Къэбэрдей адыгэхэм,3
къыхагъэкIыу нэгъуэщI,3
гъэм илъэс,3
Кавказым папщIэ,3
щыIэмрэ КъБР-м,3
КъБР-м щыIэмрэ,3
нашей страны,3
убыхыпщ Дэгумыкъуэ,3
хуэдэу зэхъуэкIын,3
Дэгумыкъуэ Къаплъэн,3
зыбжанэ фIэкIа,3
гъэм Мюнхен,3
зауэлI хахуэу,3
Тау Борис,3
Къардэн Къубатий,3
щIалэхэмрэ пщащэхэмрэ,3
Международная Черкесская,3
Черкесская Ассоциация,3
турист-рекреацэ комплексым,3
прежде всего,3
комплексым зыщегъэужьыныр,3
дунейпсо литературэм,3
Литературная Кабардино-Балкария,3
псы бгъунж,3
всему миру,3
Алий Руслан,3
Ауэ щыхъум,3
Iуэху хэхар,3
гъуэр ихъумащ,3
гъащIэ гъуэгум,3
Совет Армэм,3
Автономнэ округ,3
Къаплъэнрэ Гуащэнэрэ,3
белому свету,3
Президента России,3
джэгун щригъэжьащ,3
щыIэ МВД-мрэ,3
Академии наук,3
бажэжь цIыкIу,3
усэ тхылъым,3
Аслъэн бэнакIуэ,3
уголовнэ Iуэхур,3
ауэ сыт,3
Хьэсэнбий къэралым,3
Котляровэ Марие,3
къалэ кIуэцI,3
Правительствэм 2017,3
дэлажьэ Жылагъуэ,3
Атлетикэ псынщIэ,3
комиссэм хэтхэм,3
Тхьэ соIуэ,3
куэд мыщIэу,3
щхьэгъусэ хуэхъуащ,3
унафэщI Щоджэн,3
Бацэ Къантемыр,3
щIэблэм щIэныгъэ,3
Iуэ Дыщэм,3
нэхъ лъагэу,3
жеIэ Маринэ,3
щIыпIэ зэмылIэужьыгъуэхэм,3
дэт макъамэ,3
республикэ диспансерым,3
нэхъ кIэщI,3
зиIэ Iуэху,3
псы ежэххэм,3
Черного моря,3
щеIэзэ республикэ,3
щекIуэкIа зэпеуэм,3
дыдэ зэIущIэм,3
Щхьэгъэпсо Сэфарбий,3
Корбан Геннадий,3
бахъэкIэ лажьэ,3
жэуап итащ,3
зыхь зэгухьэныгъэм,3
Драйкэ Ион,3
Сирием къикIыжа,3
интернет утыкум,3
щхьэ куцIыр,3
абы къыдэкIуэу,3
82-м нэс,3
Аккаев Хьэжмурат,3
килограмм 82-м,3
СССР-м узыншагъэр,3
егъуэт абы,3
нэхъапэм зэи,3
закъуэ фIэкIа,3
кърым тэтэрхэм,3
16-м къыдигъэкIа,3
зэбгъузэнатIэ мин,3
I943 гъэм,3
СССР-м IэщэкIэ,3
чемпион Драйкэ,3
нэхърэ нэхъыщхьэр,3
мывэ пхъэбгъум,3
нэхъыщхьэ Къумыкъу,3
псэ зыIуту,3
биосферэ мэзкъуэдым,3
Ленинскэ еджапIэ,3
