"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"доложить","I II (доложу, доложишь), сов., что, о ком-чем зэрыщытыр жыIэн, жеIэн; доложить командиру командирым жеIэн; доложить о работе лэжьыгъэм теухуауэ жыIэн
II II (доложу, доложишь) сов., что, чего щIыгъун, хэлъхьэн; доложить в ведро яблок пэгуным мыIэрысэ хэлъхьэн (илъым щIыгъун)"
"долой","нареч. (разг.) щремыIэ; долой войну! зауэ щремыIэ! уйди с глаз долой! зызомыгъэлъагъуу IукI!"
"долото","с. II пхыуд"
"доля","ж. I
1. Iыхьэ; разделить яблоко на равные доли мыIэрысэр Iыхьэ зэкуэдэу гуэшын; львиная доля Iыхьэ нэхъ пажэ, нэхъыфI, нэхъыбэ
2. насып, къыпэщыт: несчастная доля насыпыншагъэ"
"дом","м. II
1. унэ; каменный дом мывэ унэ; выйти из дома (из дому) унэм къыщIэкIын
2. унагъуэ; хлопотать по дому унагъуэм щыIэбэн; задание на дом унэ лэжьыгъэ"
"дома","нареч. унэм; его нет дома ар унэм щыIэкъым; будьте как дома фи унэ ущIэс хуэдэу шыт (зумыгъэхьэщIэ)"
"домашний","-яя, -ее
1. унэ; домашняя работа унэ лэжьыгъэ
2. унагъуэм ехьэлIа; домашние животные уиагъуэ псэущхьэхэр
3. в знач. сущ. домашние мн. унагъуэм щыщ цIыхухэр"
"доменный","-ая, -ое доменнэ; доменная печь доменнэ хьэку"
"домна","ж. I домнэ, гъущI рудам шыгун къыщыхагъэткIукI хьэку"
"донесение","с. II донесенэ, лъэгъэIэсыныгъэ, хъыбар егъэщIэн; послать донесение донесенэ егъэхьын"
"донести","I сов.
1. кого-что нэхьэсын, зыщIыпIэ нэс хьын; донести вещи до дома хьэпшыпхэр унэм нэс хьын
2. тк. 3 л. что нэхьэсын; ветер донес звуки песни уэрэд макъыр жьым нихьэсащ
II I, сов.
1. о чем лъэгъэIэсын, хъыбар егъэщIэн; донести о приближении противника бийр къызэрыблагъэмкIэ хъыбар егъэщIэн
2. на кого-что (сделать донос) бзэгу хьын, тхьэусыхэн"
"донестись","I, сов., тк. 3 л. къэIун; из-за реки донеслась песня псы адрыщIым уэрэд макъ къиIукIырт"
"донизу","нареч. илъабжьэ дыдэм нэсу; и лъабжьэм нэс; сверху донизу и щхьэм къыщыщIэдзауэ и лъабжьэм нэс"
"донос","м. II бзэгу хьыныгъэ, хэшэныгъэ"
"доносить","II (доношу, доносишь), сов., что гъэлэжьэн, лэжьын; доносить старое платье бостеижьыр лэжьэжын"
"дописать","I (допишу, допишешь), сов., что нэтхысын, тхын ухын; дописать письмо письмор нэтхысын"
"допить","I (допью, допьешь), сов., что ифын ухын, ифын; допить чай шейр ухын, шей къэнар ухын"
"доплатить","II (доплачу, доплатишь), сов., что телъхьэн, щIыгъун; доплатить рубль сом телъхьэн (щIыгъун)"
"доплыть","I, сов., до кого-чего есылIэн, зыщIыпIэ нэс есын; доплыть до берега псы Iуфэм нэс есын"
"дополнение","с. II
1. щIыгъуныгъэ, хэлъхьэныгъэ; он внес дополнения в книгу абы тхылъым зыгуэрхэр щIигъужащ
2. (грам.) дополненэ; прямое дополнение прямой дополненэ; косвенное дополнение косвеннэ дополненэ"
"дополнительно","нареч. щIыгъуу, аргуэру; сообщить дополнительно время приезда къыщыкIуэнур аргуэру яжеIэн"
"дополнительный","-ая, -ое
1. щIыгъуа, телъхьэ; дополнительная глава псалъащхьэ щIыгъуа
2. (грам.) дополнительнэ; дополнительное придаточное предложение дополнительнэ псалъэуха гуэдзэ"
"дополнить","II, сов., кого-что щIыгъун, из щIын; дополнить рассказ рассказым щIыгъун; дополнить мешок къэпым из щIын"
"допрос","м. II еупщIыныгъэ, допрос"
