"#name","Адыгабзэм изэхэф гущыIалъ (Ady) (western)"
"диIулIагъ","I (деIулIэ)
лъыI. обил, -а, -о внутри
ЫкIоцI риIулIагъ
Ящикым чэтэн диIулIагъ
II (деIулIэ)
лъыI., дэшI. метал, -а, -о вместе с ним
МастэкIэ зыгорэ пхъашэу деды
Пшъашъэм янэ джанэр диIулIагъ"
"диIыгъыгъ","(деIыгъы)
лъыI., дэшI.
1. держал, -а, -о вместе с ним
Диубытыгъэу ыIыгъыгъ
Дзыор апщы зэхъум кIалэм дзыуашъхьэр янэ диIыгъыгъ
2. ехьщ. содержал, -а, -о вместе с ним
Дигъэщхагъ, дифэпагъ
ЛIым ибын кIэлэ ибэри диIыгъыгъ"
"диIэтыгъ","(деIэты)
лъыI., дэшI. поднял, -а, -о вместе с ним
1. ИIэтынкIэ IэпыIагъ
КIалэм лIыжъым дзыор диIэтыгъ
2. ДигъэIагъ
Унашъхьэр диIэтыгъ
3. перенес, -ла, -ло вместе с ним
Дищэчыгъ
Икъин диIэтыгъ
Инэшхъыягъо диIэтыгъ"
"диIэтыягъ","(деIэтые)
лъыI. приподнял, -а, -о
Дихьыягъ
Пчъэр диIэтыягъ"
"добэдашх","(добэдашхэ, добэдашхэхэр)
разбитной, подхалим, приспешник
Зитетыгъо хъурэм игъусэу, къыдэзычъыхьэу, дэубэу, дашхэу игъусэр ары
Добэдашхэр цIыф дэй"
"доверенность","(доверенностыр, доверенностхэр)
доверенность
Зыгорэм, ежь ыцIэкIэ Iофыр ыгъэцэкIэнэу ыпшъэ зырилъхьэкIэ ритырэ тхылъыр ары
ЛэжьапкIэр къыфихьынэу доверенность ритыгъ"
"договор","(договорыр, договорхэр)
договор
Зэзэгъыныгъ, лъэныкъуитIуми пшъэрылъхэр зыфашIыжьэу, зы Iофы горэм ехьылIагъэу зэдашIырэ тхылъыр ары
Зэмызэонхэу, мамырныгъэр къызэдаухъумэнэу, къэралыгъуитIум договор зэдашIыгъ"
"доклад","(докладыр, докладхэр)
доклад
IофшIагъэм е пшъэрылъэу щыIэм ехьылIагъэу, зэIукIэм цIыфмэ Iофыр зытетыр щяпIоныр ары
Директорым доклад къышIыгъ"
"докладчик","(докладчикыр, докладчикхэр)
докладчик
Докладыр къэзышIырэр е къэзышIыщтыр ары
Докладчикым докладыр къыухыгъ
Докладчикыр агъэнэфагъ"
"доктор","(докторыр, докторхэр)
доктор
1. врач
Докторыр сымаджэм еплъыгъ
2. Апшъэрэ шIэныгъэ степень
Филологие шIэныгъэхэмкIэ доктор"
"домбай","(домбаир, домбайхэр)
зубр
Мэзыцу
Домбаим фэдэу пщэр"
"домкрат","(домкратыр, домкратхэр)
домкрат
Хьылъэ зэраIэтрэ Iэмэ-псым
Домкратыр машинэм илъ
Шоферым домкратымкIэ машинэр еIэты"
"дорбэ","(дорбэр, дорбэхэр)
торба
Шым Iус зэрыратрэ чэтэн Iэлъмэкъэу шIохалъэрэр ары
Зэнтхъ илъэу дорбэр шым шIохилъагъ"
"дорэщ","(дорэщыр, дорэщхэр)
теснина, ущелье
ТIуакI
Дорэщым дэлъ
Къушъхьэ дорэщым дэс"
"дот","(дотэр)
ласкательное имя, название воспитанника в семье, где он воспитывался
ЗипIурымэ пIурым раIо хабзэ
Дотэ къэкIожьыгъ
Дотэ нэф"
"драб","(драбыр, драбхэр)
драп
Щыухьэ шэкI
Драб палътэу щыгъ"
"драгун","(драгуныр, драгунхэр)
драгун
ДзэлI шыу
Драгуныдзэм хэт"
"дран","(драныр, дранхэр)
дрань
Остыгъаем, чъыгаем хэшIыкIыгъэ пхъэмбгъу пIокIэ цIыкIоу унэмэ, псэуалъэмэ ашъхьэ тыраIулIэрэр ары
Унэр дранкIэ бгъагъэ
Дранышъхьэ ун"
"дригъэхыгъ","(дрегъэхы)
езгъ. заставил, -а, -о, побудил, -а, -о, вынести (из)
КIалэм риIуи, е елъэIуи дзыо ушъагъэр щагум дригъэхыгъ"
"дригъэлъэIугъ","(дрегъэлъэIу)
езгъ. дэшI. заставил, -а, -о; побудил, -а, -о просить вместе с ним
Игъусэу ригъэлъэIугъ
ЛIыжъым шъузыр кIалэм игъусэу ыгъакIуи шоферым дригъэлъэIугъ"
"дуга","(дугар, дугахэр)
дуга
1. Шы закъо зыкIашIэрэ кум шыр зыкIашIэкIэ пхъэ къэгъэщыгъэу шым ышъхьагъ тырагъэуцорэр ары
Дугар тригъэуцуагъ
2. Окружностым щыщ Iахь е линие къэгъэщыгъэр
Лэгъупкъопсым дуга теплъэ иI"
"дудакъ","(дудакъыр, дудакъхэр)
дрофа
Къолэбзыу Iал ин, ыпшъэ гъумэу, тэмэшхохэр иIэу
Дудакъылыр ашхы
ШакIом дудакъ къыукIыгъ"
"дул-дул","(дул-дулыр)
мифический конь
Пшысэмэ къахэфэрэ шы Iуш лъэпкъ
«Дул-дулыр шы лъэшти къыбгъодахьи...» (Пэтэрэз)"
"дунай","
(дунаир)
1. Вселенная
Дунаим икъэхъукIэ къэзыIорэ тхылъ къыщэфыгъ
2. земной шар
ЧIыгу хъураер
Дунаир хъураеу къыкIухьагъ
Дунаим цIэрыIо щыхъугъ
3. население земного шара
ЧIыгум цIыфэу тетыр ары
Дунаим инахьыбэр мамырныгъэм фэбанэ
4. несколько государств земного шара
Апэрэ дунэе зэошхор 1914—1918-рэ илъэсхэм щыIагъ
◊ Дунаир къызэIыхьагъ — погода испортилась
◊ Дунай шIагъо къэхъужьыгъ — установилась хорошая погода
◊ Идунай ыхъожьыгъ — умер
ЛIагъэ
◊ Дунаир зэпыригъэзэжьыгъ — весь мир перевернул, долго искал"
"дух","(духыр, духхэр)
духи
Мэ IашIу зыщыурэ псэу спирт зыхэтыр ары
Дух зыхикIагъ"
"душ","(душыр, душхэр)
душ
Псыр ощхым фэдэу къызэрычъэу, зызщагъэпскIырэр ары
Унэм душ хэт
Душым кIэуцуагъ"
"ды","еплъ <<дэ>>"
"дыбзыкI","(дыбзыкIыр)
бжъ. еплъ <<блынкIы>>"
"дыблихыгъ","(дыблехы)
лъыI., дэшI. пронес, -ла, -ло вместе с ним
Блэзыхрэм дихьыгъ
Псым къуашъоу блихыгъэм къошъо бэщри дыблихыгъ"
"дыблищыгъ","(дыблещы)
лъыI., дэшI. вез, -ла, -ло мимо, провел, -а, -о мимо
Блэзыщыгъэм игъусэу IэпыIагъ
КIалэм тачкэм из картоф янэ дыблищыгъ"
"дыгуиутыгъ","(дыгуеуты)
лъыI., дэшI.
1. отколол, -а, -о вместе с ним
ГуиутынымкIэ IэпыIагъ
Тэкъэжъым тIэкIу дыгуиутыгъ
2. отделил, -а, -о
Хьасэр дыгуиутыгъ"
"дыгуихыгъ","(дыгуехы)
лъыI., дэшI.
1. взял, -а, -о вместе с ним (сбоку)
Голъыр игъусэу гуихыгъ
Мэкъум аргъэн дыгуихыгъ
2. отпилил, -а, -о сбоку вместе с ним
ПхъэхкIэ пхъэмбгъум дыгуихыгъ"
"дыгуичыгъ","(дыгуечы)
лъыI., дэшI. отломил, -а, -о, оторвал, -а, -о сбоку вместе с ним
Готыр гуичынымкIэ дэIэпыIагъ
◊ Натрыф дыгуичыгъ — ломал кукурузу вместе с ним"
"дыгуишIыхьагъ","(дыгуешIыхьэ)
лъыI., дэшI. вместе с ним построил, -а, -о, пристроил, а-, -о
ЫбгъукIэ готэу дишIыгъ
Игъунэгъум иунэ пыт дыгуишIыхьагъ"
"ы-дыгъ","(еды)
лъыI. сшил, -а, -о
Мэстэ-IуданкIэ е машинкэкIэ ыдыгъ
Джанэр ыдыгъ"
"дыгъо","(дыгъор)
время, пора шить
Дынэу уахътэ
Дыгъо фифагъэп
Дыгъо фифэрэп
Ащ идыгъо хъугъэ, ау сыфэзырэп"
"дыгъумыдж","(дыгъумыджыр, дыгъумыджхэр)
угрюмый, -ая, -ое
Щхышъо къызэмыкIоу, зынэгу зэIыгъэхьэгъэ зэпытыр ары
Ар цIыф дыгъумыдж"
"дыгъэ","зыпI. гл. сшито
Джанэр Iаеу бзыгъэ, ау пытэу дыгъэ"
"ы-дыгъэр","(ыдырэр)
зыгъ. прич. сшитый, -ая, -ое
Непэ ащ ыдыгъэр бэ"
"дыдидзагъ","I (дыдедзэ)
лъыI., дэшI. бросил, -а, -о вместе с ним (в)
Дыридзыхыгъ
Мыжъор кIэим, къуладжэм дыдидзагъ
II (дыдедзэ)
лъыI., дэшI.
1. плел, -а, -о вместе с ним
Дыдилъхьагъ
Панэр чэубжъэм дыдидзагъ
2. точил, -а, -о вместе с ним
Дилъыгъ
Шъэжъыер мыжъолъым дыдидзагъ
3. ехьщ. выпил, -а, -о вместе с ним
Игъусэу дешъуагъ
Аркъыбжъэ дыдидзагъ"
"дыдидзыгъ","(дыдедзы)
лъыI., дэшI. выбросил, -а, -о вместе с ним (из)
Зыдэлъым дидзынымкIэ дэIэпыIагъ
Ебзыр Iэщым дыдидзыгъ"
"дыдикуагъ","(дыдеко)
лъыI., дэшI. положил, -а, -о, заткнул, -а, -о вместе с ним
ДэконымкIэ IэпыIагъ
КIэшIыхьэм уарзэ дыдикуагъ
Шъхьангъупчъэм бзыуцыф дыдикуагъ..."
"дыдилъхьагъ","(дыделъхьэ)
лъыI., дэшI. положил, -а, -о, уложил, -а, -о вместе с ним
ДилъхьанымкIэ дэIэпыIагъ
Мэкъур мэкъощым дыдилъхьагъ"
"дыдитхагъ","(дыдетхэ)
лъыI., дэшI. вписал, -а, -о вместе с ним (в)
Тхылъым, тетрадым е нэмыкIым дитхэнымкIэ IэпыIагъ
Тетрадым рассказыр дыдитхагъ"
"дыдихыгъ","(дыдехы)
лъыI., дэшI. взял, вынес, вытащил, -а, -о вместе с ним
Зыдэлъым идэхынкIэ IэпыIагъ
Пхъэр щагум дыдихыгъ
Шкафым тхылъхэр дыдихыгъэх"
"дыдихьыягъ","(дыдехьые)
лъыI., дэшI. поднял, -а, -о вместе с ним
Лъагэм дэзыхьыерэм дэIэпыIагъ
КIашъом натрыф дыдихьыягъ"
"дыды","(дыдыр, дыдхэр)
шило
ШъошIэ Iэмэ-псымэу шъор зэраугъонрэ гъучI папцIэр ары
Дыдым ыпэ пыутыгъ
ШъуашIэм дыдымкIэ шъор еугъоны"
"дыдыд","межд.
1. указывает на холод
ЧъыIэм пае аIо хабзэ
Дыдыд, сыдэу чъыIа!
Дыдыд гущ, мыр сыдэу чъыIа!
2. выражает страх
Щынагъом пае аIоуи мэхъу
Дыдыды гущ, сыдэу щынагъуа!"
"дыдыкIы","(дыдыкIыр)
рукоятка шила
Дыдым кIэу шIолъыр ары
ДыдыкIыр къышIозыгъ"
"дыдылъ","(дыдылъэр, дыдылъэхэр)
кожаный чехол для шила, ножны для шила
Дыдыр дыдылъэм илъ"
"дыдыпэ","(дыдыпэр, дыдыпэхэр)
кончик шила
Дыдым ыIэпэкIэ папцIэр ары
Дыдыпэр папцIэ"
"дирыхьагъ","(дыдырехьэ)
лъыI., дэшI. внес, -ла, -ло вместе с ним
Дизыхьэрэм IэпыIэзэ рихьагъ
Дзыо ушъагъэр унэм дырихьагъ"
"дыдэкIыгъ","(дыдэкIы)
лъым., дэшI. вышел, -а, -о вместе с ним
Игъусэу дэкIыгъ
Бысымыр хьакIэм игъусэу щагум дыдэкIыгъ"
"дыджы"," 
(дыджыр, дыджхэр)
горький, -ая, -ое
Зэзым фэдэу дыджы
Нэшэбэгу дыдж"
"дыджы-псыдж","очень горький, -ая, -ое
Дыдж дэд
Дыджы-псыдж, пшхын плъэкIыщтэп"
"дыджыпсы","(дыджыпсыр)
еплъ <<дыджы-псыдж>>"
"ы-дыжьыгъ","(е-дыжьы)
лъыI.
зашил, -а, -о
ЗэIытхъыгъэр зэгуидэжьыгъ, идэжьын фишIыгъ
Джанэр зэIытхъыгъэти ыдыжьыгъ"
"дыжьыгъэ","зыпI. гл. зашит, -а, -о; залатан, -а, -о
ЗэIытхъыгъэр дыжьыгъэ
Джанэу щыгъыр дыжьыгъэ"
"ы-дыжьыгъэр","(ыдыжьрэр)
зыгъ. прич. зашитый, -ая, -ое
Джанэу ыдыжьыгъэр къызэIытхъыжьыгъ"
"дыжьын","I (дыжьыныр дыжьыгъэ)
гл. имасд. зашить, залатать
Джэнэ зэIытхъыгъэр бдыжьын фае
II (дыжьыныр, дыжьынхэр)
то, что нужно зашить, залатать
Дыжьын фаеу щытыр ары
Дыжьын боу иI
Дыжьынэу иIэр мафэм рены ыдыжьын икъущт"
